dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-14157,EQ-5780,C-1289,01/22/2022,Lisa Rodriguez,Emergency Repair,10.9,1035.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14158,EQ-5564,C-1434,2022/10/21,Amanda Thompson,Installation,6.1,732.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14159,EQ-6038,C-1067,06/17/2021,Mike Johnson,Corrective Maintenance,0.9,135.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14160,EQ-5878,C-1050,07/06/2024,Mike Johnson,Diagnostic,1.9,142.5,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14161,EQ-6479,C-1053,2023-04-27T00:00:00Z,Jennifer Chen,Installation,6.1,915.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14162,EQ-7444,C-1266,2022-07-16T00:00:00Z,David Lee,Warranty Replacement,3.1,294.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14163,EQ-5423,C-1036,07/30/2021,Maria Garcia,Corrective Maintenance,9.8,1470.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14164,EQ-5898,C-1239,10/04/2021,Michael Brown,Software Update,2.8,266.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14165,EQ-7417,C-1124,2023-05-31,Lisa Rodriguez,Emergency Repair,4.5,337.5,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14166,EQ-5173,C-1488,2021/07/31,Robert Martinez,Corrective Maintenance,7.3,547.5,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-14167,EQ-7027,C-1460,02/17/2023,Patricia Davis,Installation,5.0,475.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14168,EQ-6245,C-1360,2022-10-16,   James Wilson,Preventive Maintenance,2.6,195.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14169,EQ-5900,C-1261,2021-06-15T00:00:00Z,Sarah Williams,Emergency Repair,11.2,1064.0,<html>Performed standard preventive check. Updated firmware to v4.2.1.</html>,Pending
DISP-14170,EQ-7149,C-1177,04-03-2023,Lisa Rodriguez,Preventive Maintenance,11.3,"$1,695.00",Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14171,EQ-5147,C-1176,2023-12-03,Carlos Sanchez,Emergency Repair,11.2,840.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14172,EQ-6640,C-1181,03-18-2022,Lisa Rodriguez,Installation,3.8,361.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14173,EQ-6302,C-1318,2022-01-13T00:00:00Z,Jennifer Chen,Diagnostic,7.0,665.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-14174,EQ-5106,C-1465,2022/04/16,Sarah Williams,Software Update,2.1,199.5,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14175,EQ-6397,C-1095,2023-12-22T00:00:00Z,Lisa Rodriguez,Warranty Replacement,3.0,360.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14176,EQ-6588,C-1506,09/11/2023,Sarah Williams,Software Update,9.3,1395.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14177,EQ-6128,C-1353,03/02/2022,NULL,Preventive Maintenance,8.7,$826.50,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14178,EQ-5296,C-1285,06/16/2023,Mike Johnson,Preventive Maintenance,7.8,741.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14179,EQ-6503,C-1154,2022-04-08T00:00:00Z,Maria Garcia,Diagnostic,9.6,720.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14180,EQ-6313,C-1514,07-26-2024,David Lee,Corrective Maintenance,7.8,936.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14181,EQ-6845,C-1168,01/19/2024,  Sarah Williams  ,Preventive Maintenance,5.5,825.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14182,EQ-7057,C-1069,06-23-2024,Sarah Williams  ,Preventive Maintenance,10.9,817.5,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14183,EQ-5048,C-1153,2022-07-24,  Michael Brown  ,Installation,11.5,1725.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14184,EQ-5889,C-1463,08-07-2024,Maria Garcia,Warranty Replacement,8.2,615.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14185,EQ-6724,C-1097,2022/01/16,   Maria Garcia,Corrective Maintenance,9.5,712.5,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-14186,EQ-7067,C-1072,04/05/2023,NULL,Corrective Maintenance,5.6,672.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14187,EQ-5171,C-1511,2023-02-15T00:00:00Z,David Lee,Emergency Repair,9.3,$697.50,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14188,EQ-6349,C-1331,2021-09-08T00:00:00Z,Michael Brown,Emergency Repair,8.2,615.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14189,EQ-5758,C-1099,2024/05/20,Jennifer Chen,Installation,5.3,503.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14190,EQ-6803,C-1098,08/22/2023,Robert Martinez,Warranty Replacement,7.4,1110.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14191,EQ-6807,C-1112,07-04-2022,Lisa Rodriguez,Diagnostic,2.1,252.0,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,Completed
DISP-14192,EQ-6560,C-1117,2024-05-30,James Wilson,Software Update,4.3,516.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14193,EQ-6731,C-1336,12-30-2023,Carlos Sanchez,Software Update,6.5,975.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14194,EQ-5660,C-1276,2022/02/17,Jennifer Chen,Diagnostic,5.0,475.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14195,EQ-7208,C-1051,02/03/2024,Mike Johnson,Warranty Replacement,1.2,90.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14196,EQ-5095,C-1261,2024-06-18,   Lisa Rodriguez,Preventive Maintenance,1.5,225.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14197,EQ-5809,C-1282,2023-07-20,Maria Garcia,Software Update,9.7,1164.0,<b>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</b>,Cancelled
DISP-14198,EQ-7102,C-1104,2022/10/22,Mike   Johnson,Diagnostic,6.0,900.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14199,EQ-6279,C-1342,03/06/2024,David Lee,Corrective Maintenance,2.1,252.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,COMPLETED
DISP-14200,EQ-5757,C-1189,2021-10-19,David   Lee,Warranty Replacement,3.2,304.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14201,EQ-5717,C-1056,2024/06/11,Mike Johnson,Diagnostic,9.6,720.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14202,EQ-7004,C-1116,2023-09-19T00:00:00Z,  Lisa Rodriguez  ,Preventive Maintenance,3.5,525.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14203,EQ-5327,C-1213,2022/01/16,  Sarah Williams  ,Corrective Maintenance,7.7,1155.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14204,EQ-6303,C-1159,2022-05-16,Patricia Davis  ,Installation,7.5,900.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14205,EQ-6553,C-1147,12/25/2021,Lisa Rodriguez,Warranty Replacement,12.0,1140.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14206,EQ-5056,C-1067,2023/03/07,Carlos Sanchez,Corrective Maintenance,5.5,660.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14207,EQ-5002,C-1285,07/15/2021,   Robert Martinez,Warranty Replacement,10.0,750.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14208,EQ-5578,C-1326,2021/09/06,Robert Martinez,Software Update,7.1,532.5,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14209,EQ-6014,C-1247,07-30-2022,Carlos Sanchez,Diagnostic,11.9,1130.5,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14210,EQ-5708,C-1485,11-01-2022,Patricia Davis,Preventive Maintenance,5.1,612.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14211,EQ-5325,C-1198,02/20/2023,Maria Garcia,Installation,6.3,598.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14212,EQ-6667,C-1007,08/07/2023,Carlos Sanchez,Corrective Maintenance,6.2,589.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14213,EQ-6116,C-1328,05-02-2023,Carlos Sanchez,Warranty Replacement,10.4,780.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,Pending
DISP-14214,EQ-7498,C-1273,10/23/2021,Amanda Thompson,Corrective Maintenance,10.7,1284,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14215,EQ-5411,C-1328,02/04/2022,Carlos Sanchez,Warranty Replacement,3.4,408.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14216,EQ-6924,C-1299,2022-04-28T00:00:00Z,David Lee,Preventive Maintenance,5.7,427.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14217,EQ-6043,C-1473,02/05/2024,Mike Johnson,Corrective Maintenance,10.7,1284.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14218,EQ-6319,C-1288,10/08/2022,Patricia Davis,Corrective Maintenance,5.4,513,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14219,EQ-6764,C-1303,07/05/2022,David Lee,Installation,9.2,874.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14220,EQ-5257,C-1019,01/15/2023,Lisa Rodriguez,Corrective Maintenance,4.7,705.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14221,EQ-6510,C-1456,01-02-2022,Jennifer Chen,Corrective Maintenance,1.3,156.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14222,EQ-6818,C-1469,2021-11-02T00:00:00Z,Robert Martinez,Warranty Replacement,7.7,924.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14223,EQ-7483,C-1058,12/11/2022,Robert Martinez,Corrective Maintenance,4.1,615.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14224,EQ-5298,C-1144,2023/04/07,Amanda Thompson,Installation,334.6,50190.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14225,EQ-6417,C-1089,11-14-2022,Jennifer Chen,Corrective Maintenance,6.0,$900.00,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14226,EQ-6055,C-1276,2024/02/08,   ,Emergency Repair,8.2,1230.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14227,EQ-6961,C-1266,2024-06-17,NULL,Software Update,10.9,1635.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,COMPLETED
DISP-14228,EQ-6569,C-1310,09-12-2023,Patricia Davis,Installation,7.4,1110.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14229,EQ-5713,C-1148,2021-11-01T00:00:00Z,Michael Brown,Diagnostic,6.7,USD 1005.00,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14230,EQ-6145,C-1055,2023-08-25,Maria Garcia,Emergency Repair,8.7,1044.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14231,EQ-5965,C-1208,12/31/2022,Mike Johnson,Preventive Maintenance,8.6,1032.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14232,EQ-6206,C-1046,01/10/2023,Sarah Williams,Preventive Maintenance,6.3,598.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14233,EQ-6382,C-1445,2022-11-21T00:00:00Z,   ,Software Update,9.9,742.5,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14234,EQ-6885,C-1117,07/22/2024,NULL,Installation,6.4,960,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14235,EQ-7231,C-1458,2023-10-23,Michael Brown,Installation,2.9,435.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14236,EQ-6930,C-1324,07/21/2023,Maria Garcia,Installation,6.2,589.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14237,EQ-5864,C-1257,2022-02-05,Mike Johnson,Software Update,7.0,525.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14238,EQ-6553,C-1147,2022-08-16,Amanda Thompson,Software Update,2.4,$180.00,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14239,EQ-6833,C-1394,05-16-2022,Carlos Sanchez,Emergency Repair,5.2,624.0,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,Completed
DISP-14240,EQ-7161,C-1056,2022/09/04,Carlos Sanchez,Software Update,11.3,1695.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14241,EQ-5694,C-1421,2021-10-15T00:00:00Z,NULL,Emergency Repair,8.0,960.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14242,EQ-5827,C-1277,11-08-2021,Robert Martinez,Software Update,0.9,108.0,<html><body>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</body></html>,In Progress
DISP-14243,EQ-5427,C-1385,2022-11-02,David Lee,Software Update,11.0,1650.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14244,EQ-6457,C-1289,09/17/2023,Robert Martinez,Diagnostic,9.3,1116.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14245,EQ-5013,C-1103,2022-11-26T00:00:00Z,Jennifer Chen,Warranty Replacement,2.8,210.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14246,EQ-6680,C-1221,11/30/2021,Patricia Davis,Installation,9.8,1470.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14247,EQ-6108,C-1175,2023-04-21,Lisa Rodriguez,Preventive Maintenance,7.3,1095.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14248,EQ-5621,C-1470,08/14/2021,Carlos Sanchez,Emergency Repair,7.0,$665.00,<html><body>Calibrated inverter output. System operating within normal parameters.</body></html>,Cancelled
DISP-14249,EQ-6685,C-1046,2022-10-29T00:00:00Z,Maria Garcia,Diagnostic,11.6,1102.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-14250,EQ-7064,C-1410,2021/08/26,Patricia Davis,Software Update,6.2,465.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14251,EQ-5067,C-1272,01/24/2024,  Carlos Sanchez  ,Diagnostic,3.7,555.0,<html>Replaced faulty thermal sensor and verified system bus voltage.</html>,Cancelled
DISP-14252,EQ-5699,C-1515,10-06-2023,Maria Garcia,Installation,2.7,405.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14253,EQ-6038,C-1067,2022-02-12T00:00:00Z,Patricia Davis  ,Corrective Maintenance,5.8,435.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14254,EQ-6325,C-1379,08/18/2022,Maria Garcia,Emergency Repair,2.0,150.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-14255,EQ-6158,C-1437,11/27/2021,Patricia Davis,Diagnostic,1.0,95.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14256,EQ-7206,C-1335,11-05-2022,James Wilson,Diagnostic,3.9,370.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14257,EQ-5544,C-1430,10-12-2022,Jennifer Chen,Preventive Maintenance,5.9,560.5,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14258,EQ-6842,C-1377,08/10/2023,Maria Garcia,Diagnostic,3.5,332.5,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14259,EQ-6055,C-1276,2022-05-15T00:00:00Z,Patricia Davis,Preventive Maintenance,8.8,660.0,<p>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</p>,In Progress
DISP-14260,EQ-7387,C-1385,09/01/2022,Patricia Davis,Diagnostic,6.6,495.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14261,EQ-5286,C-1162,09-12-2021,Amanda Thompson,Corrective Maintenance,6.7,502.5,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14262,EQ-6514,C-1270,05-24-2024,Jennifer Chen,Corrective Maintenance,3.1,$294.50,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14263,EQ-5642,C-1464,2021/06/13,Robert Martinez,Emergency Repair,6.6,792.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14264,EQ-5151,C-1242,2022-09-14T00:00:00Z,David Lee,Software Update,3.7,444.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14265,EQ-6978,C-1465,2021-09-24T00:00:00Z,   Michael Brown,Preventive Maintenance,7.2,1080.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-14266,EQ-6453,C-1239,2022-10-03T00:00:00Z,James Wilson  ,Emergency Repair,11.1,1054.5,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14267,EQ-5656,C-1517,11/19/2022,Carlos Sanchez,Diagnostic,4.6,690.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14268,EQ-5698,C-1058,2023-09-06,Mike Johnson,Corrective Maintenance,1.8,216.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14269,EQ-6724,C-1097,2023-11-13,Jennifer Chen,Preventive Maintenance,9.0,855.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14270,EQ-6034,C-1418,2022-03-31T00:00:00Z,Maria Garcia,Diagnostic,2.1,252.0,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,Completed
DISP-14271,EQ-5203,C-1016,2021-10-06,   Michael Brown,Preventive Maintenance,3.3,313.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14272,EQ-6273,C-1499,2021-06-27,Mike Johnson,Corrective Maintenance,11.4,855.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14273,EQ-6565,C-1071,10-09-2022,Mike Johnson,Corrective Maintenance,4.4,528.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14274,EQ-5030,C-1330,10-15-2022,Amanda Thompson,Installation,1.0,150.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14275,EQ-5268,C-1367,12/01/2022,Maria Garcia,Software Update,8.6,1032.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14276,EQ-5928,C-1258,12/22/2022,David Lee,Diagnostic,9.8,735.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14277,EQ-6084,C-1035,2023-07-06T00:00:00Z,Amanda Thompson,Emergency Repair,7.5,712.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14278,EQ-5343,C-1226,2021-08-18,Mike Johnson,Software Update,4.6,437.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14279,EQ-5982,C-1487,02/28/2024,   ,Software Update,2.8,266.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14280,EQ-7113,C-1504,06-17-2021,Robert Martinez,Installation,5.5,825.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14281,EQ-5449,C-1241,2022-09-22,Robert Martinez,Installation,8.2,615.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14282,EQ-5518,C-1131,08/07/2021,Maria Garcia,Corrective Maintenance,8.9,845.5,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14283,EQ-6108,C-1175,06/12/2024,Sarah Williams,Software Update,2.9,275.5,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14284,EQ-6930,C-1324,2024-07-21,Amanda Thompson,Corrective Maintenance,2.6,247.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14285,EQ-5184,C-1081,10-08-2023,Amanda Thompson  ,Software Update,10.4,988.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14286,EQ-6237,C-1450,11/27/2023,   Patricia Davis,Diagnostic,1.5,112.5,<html><body>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</body></html>,In Progress
DISP-14287,EQ-6022,C-1162,04-29-2023,James Wilson,Preventive Maintenance,7.5,900.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14288,EQ-5684,C-1132,2022-08-05,Sarah Williams,Warranty Replacement,2.0,$300.00,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14289,EQ-6080,C-1469,2023/05/29,James Wilson,Warranty Replacement,0.9,67.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14290,EQ-5084,C-1327,2024/06/13,Sarah Williams,Installation,5.9,885.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14291,EQ-6457,C-1289,2022/03/23,Michael Brown,Installation,6.7,1005,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-14292,EQ-5569,C-1078,08/13/2023,  Robert Martinez  ,Preventive Maintenance,11.5,1092.5,<html><body>Replaced faulty thermal sensor and verified system bus voltage.</body></html>,Cancelled
DISP-14293,EQ-5282,C-1258,06-23-2021,NULL,Diagnostic,9.7,1164.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14294,EQ-6116,C-1328,2023-07-14,David Lee,Installation,10.8,1026.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14295,EQ-7117,C-1358,2021/11/23,Patricia Davis,Installation,2.3,$276.00,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14296,EQ-6732,C-1370,2021-07-24,Maria Garcia,Diagnostic,10.3,772.5,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14297,EQ-6208,C-1085,2023-12-12,Robert Martinez,Warranty Replacement,5.5,660.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14298,EQ-6601,C-1307,12-31-2022,Patricia Davis,Preventive Maintenance,8.8,1056.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14299,EQ-5509,C-1119,07/01/2024,David   Lee,Emergency Repair,3.7,555.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14300,EQ-5532,C-1440,2021-12-19T00:00:00Z,Mike Johnson,Emergency Repair,7.9,948.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14301,EQ-5862,C-1380,2021-10-02,Sarah Williams,Software Update,1.6,192.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14302,EQ-7434,C-1389,2023-05-13T00:00:00Z,Mike Johnson,Software Update,5.2,624.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14303,EQ-7479,C-1221,2023-04-06,James Wilson,Corrective Maintenance,2.1,199.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14304,EQ-5583,C-1504,2023/07/08,James Wilson,Software Update,1.6,240.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14305,EQ-5797,C-1515,2022-11-09T00:00:00Z,Sarah Williams,Corrective Maintenance,1.8,216.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14306,EQ-6974,C-1028,05-03-2023,Mike Johnson,Software Update,4.1,307.5,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14307,EQ-6602,C-1161,2023-08-01,Jennifer Chen,Emergency Repair,9.3,1395.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14308,EQ-6764,C-1303,2021-11-20,Jennifer Chen,Corrective Maintenance,11.0,1320.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14309,EQ-6847,C-1071,03/22/2024,James Wilson,Preventive Maintenance,9.5,1425.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14310,EQ-6143,C-1380,12/04/2022,NULL,Preventive Maintenance,1.7,161.5,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14311,EQ-5839,C-1429,2024-07-19T00:00:00Z,James Wilson,Preventive Maintenance,2.1,USD 199.50,<div>Calibrated inverter output. System operating within normal parameters.</div>,Completed
DISP-14312,EQ-5189,C-1456,2022-11-26T00:00:00Z,   Carlos Sanchez,Corrective Maintenance,3.0,285.0,<strong>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</strong>,COMPLETED
DISP-14313,EQ-7002,C-1373,2022-04-23T00:00:00Z,Amanda Thompson,Preventive Maintenance,3.8,570.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14314,EQ-6631,C-1309,2022/11/03,Sarah Williams,Preventive Maintenance,5.1,382.5,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14315,EQ-7254,C-1415,01/10/2024,Robert Martinez,Emergency Repair,11.0,1320.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14316,EQ-7393,C-1449,05-24-2022,Patricia Davis,Corrective Maintenance,10.5,787.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14317,EQ-5728,C-1458,2024/05/13,Carlos Sanchez,Corrective Maintenance,11.4,1710.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14318,EQ-6860,C-1044,05-07-2024,NULL,Installation,3.2,480.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14319,EQ-5404,C-1457,02/28/2022,Amanda Thompson,Installation,12.0,"$1,800.00",Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14320,EQ-5346,C-1463,2022-12-02T00:00:00Z,Sarah Williams  ,Corrective Maintenance,11.6,1102.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14321,EQ-6517,C-1305,2023-09-23T00:00:00Z,Michael Brown,Corrective Maintenance,0.6,57.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14322,EQ-5973,C-1338,2022/07/21,Michael Brown,Corrective Maintenance,9.5,902.5,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14323,EQ-7031,C-1094,05-31-2022,Michael Brown,Diagnostic,9.4,1410.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14324,EQ-5296,C-1285,12-31-2023,Jennifer Chen,Warranty Replacement,0.7,105.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14325,EQ-6825,C-1471,03/31/2024,James Wilson,Emergency Repair,10.9,USD 1308.00,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14326,EQ-6568,C-1306,08-02-2023,Michael Brown,Installation,9.9,742.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
