equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-5492,C-1372,X-3000,SN-X3000-29557,06/26/2024,100,120V,2025-06-26,Standby,<strong>Substation B switchgear bay</strong>
EQ-7429,C-1501,X-3000,SN-X3000-16217,2022-08-25T00:00:00Z,100,120V,2023-08-25,in service,   
EQ-6450,C-1519,X-12000,SN-X12000-93584,03-10-2022,1500,600V,03-09-2025,In Service,Rooftop solar coupler
EQ-6710,C-1403,X-12000,SN-X12000-10916,11-21-2023,1500,600V,11/20/2024,Decommissioned,Rooftop solar coupler
EQ-7487,C-1190,X-12000,SN-X12000-57557,2023-01-12T00:00:00Z,1500,600V,01/11/2025,In Service,High humidity bay installation
EQ-6773,C-1491,X-5000,SN-X5000-87484,2021-11-10,250,240V,11/10/2022,In Service,Primary power grid node
EQ-6064,C-1355,X-7000,SN-X7000-37418,08-16-2022,500,480V,2025-08-15,in service,High humidity bay installation
EQ-5324,C-1178,X-9000,SN-X9000-66362,2021-07-07T00:00:00Z,1000,480V,2022/07/07,in service,<html><body>Substation B switchgear bay</body></html>
EQ-5918,C-1289,X-12000,SN-X12000-29333,2023-10-11,1500,600V,2024/10/10,Decommissioned,Substation B switchgear bay
EQ-6003,C-1384,X-7000,SN-X7000-79019,2023-01-29T00:00:00Z,500,480V,2024-01-29T00:00:00Z,Standby,Primary power grid node
EQ-5002,C-1285,X-7000,SN-X7000-96285,2021-06-09,500,480V,06/09/2023,Standby,Primary power grid node
EQ-5609,C-1211,X-12000,SN-X12000-63166,2022/10/12,1500,600V,10/11/2025,Maintenance,Primary power grid node
EQ-5019,C-1210,X-7000,SN-X7000-65797,02/21/2023,500,480V,02-20-2026,in service,
EQ-6593,C-1018,X-7000,SN-X7000-71179,08/09/2022,500,480V,08/09/2023,Standby,Primary power grid node
EQ-5706,C-1123,X-5000,SN-X5000-49283,2022-07-25T00:00:00Z,250,240V,2023-07-25T00:00:00Z,in service,Substation B switchgear bay
EQ-5307,C-1360,X-3000,SN-X3000-16731,04-05-2021,100,120V,04/05/2023,IN SERVICE,Primary power grid node
EQ-5108,C-1157,X-7000,SN-X7000-60004,09/06/2022,500,480V,09/06/2023,decommissioned,Rooftop solar coupler
EQ-6080,C-1469,X-3000,   ,2021/07/19,100,120V,2022/07/19,Maintenance,High humidity bay installation
EQ-7086,C-1178,X-3000,SN-X3000-85712,04-11-2024,100,120V,04/11/2026,In Service,Rooftop solar coupler
EQ-7462,C-1260,X-5000,SN-X5000-52418,03-01-2023,250,240V,2025-02-28T00:00:00Z,In Service,Backup unit near loading dock
EQ-6873,C-1383,X-12000,SN-X12000-97273,2023/07/11,1500,600V,07-10-2025,Standby,Primary power grid node
EQ-5212,C-1226,X-7000,SN-X7000-64085,2023-03-05T00:00:00Z,500,480V,2024/03/04,Maintenance,Rooftop solar coupler
EQ-7475,C-1303,X-3000,SN-X3000-39218,2022/01/11,100,120V,01/10/2025,Standby,Primary power grid node
EQ-7203,C-1473,X-9000,SN-X9000-86390,10-24-2021,1000,480V,2022-10-24,In Service,Primary power grid node
EQ-5779,C-1467,X-9000,,05-08-2024,1000,480V,2026-05-08,Maintenance,
EQ-6421,C-1359,X-3000,SN-X3000-53311,07/24/2021,100,120V,2024/07/23,IN SERVICE,Substation B switchgear bay
EQ-7484,C-1354,X-5000,SN-X5000-40882,2022-05-30T00:00:00Z,250,240V,05-29-2025,Maintenance,High humidity bay installation
EQ-7454,C-1002,X-9000,SN-X9000-78627,06-26-2024,1000,480V,2026-06-26,In Service,Backup unit near loading dock
EQ-7072,C-1083,X-3000,SN-X3000-38255,2023-01-09,100,120V,01/08/2026,IN SERVICE,Primary power grid node
EQ-5591,C-1507,X-3000,SN-X3000-27393,09/01/2023,100,120V,2026-08-31T00:00:00Z,in service,Rooftop solar coupler
EQ-6925,C-1199,X-12000,SN-X12000-34863,07-01-2023,1500,600V,06-30-2026,In Service,   High humidity bay installation
EQ-6729,C-1419,X-7000,SN-X7000-11789,07-28-2022,500,480V,07/28/2023,Maintenance,Substation B switchgear bay
EQ-6836,C-1042,X-3000,SN-X3000-55268,2022-10-28T00:00:00Z,100,120V,10/27/2024,Decommissioned,Rooftop solar coupler
EQ-7389,C-1385,X-9000,SN-X9000-30754,2021/08/15,1000,480V,08/15/2022,Decommissioned,Backup unit near loading dock
EQ-6191,C-1216,X-5000,SN-X5000-19687,08-28-2022,250,240V,2025-08-27T00:00:00Z,In Service,Primary power grid node
EQ-5659,C-1509,X-3000,SN-X3000-20164,2021/09/09,100,120V,2024-09-08,in service,Underground vault 4
EQ-5308,C-1507,X-7000,SN-X7000-15299,2022-03-05T00:00:00Z,500,480V,2024-03-04,in service,Primary power grid node
EQ-5562,C-1116,X-12000,SN-X12000-79768,07/08/2021,1500,600V,07/08/2023,Decommissioned,High humidity bay installation
EQ-5091,C-1012,X-9000,SN-X9000-27616,04-02-2021,1000,480V,04/02/2023,Maintenance,Rooftop solar coupler
EQ-6713,C-1451,X-12000,SN-X12000-12401,2022/12/17,1500,600V,12-16-2024,Maintenance,Rooftop solar coupler
EQ-6243,C-1242,X-9000,SN-X9000-53948,2022-08-17,1000,480V,2023-08-17T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-6700,C-1044,X-12000,SN-X12000-64466,2023/06/21,1500,600V,2024-06-20T00:00:00Z,In Service,Rooftop solar coupler
EQ-7450,C-1217,X-9000,SN-X9000-18871,2024-03-08,1000,480V,03-08-2025,IN SERVICE,Primary power grid node
EQ-5399,C-1163,X-9000,SN-X9000-70517,2024-01-21,1000,480V,2026-01-20,Decommissioned,Underground vault 4
EQ-5281,C-1442,X-9000,SN-X9000-31840,2024-03-02T00:00:00Z,1000,480V,03/02/2025,IN SERVICE,Primary power grid node
EQ-5967,C-1246,X-7000,SN-X7000-46829,2023-06-29,500,480V,2024/06/28,Standby,Underground vault 4
EQ-5433,C-1045,X-5000,SN-X5000-62600,11/09/2021,250,240V,11/09/2023,Decommissioned,NULL
EQ-5756,C-1044,X-12000,SN-X12000-21802,2023/11/21,1500,600V,2026-11-20T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-5156,C-1255,X-3000,SN-X3000-67140,2023-04-30,100,120V,04/29/2025,Standby,Backup unit near loading dock
EQ-7320,C-1437,X-12000,SN-X12000-24907,05-04-2023,1500,600V,2024/05/03,in service,High humidity bay installation
EQ-7123,C-1247,X-3000,SN-X3000-54785,08/27/2022,100,120V,08/26/2024,Decommissioned,Underground vault 4
EQ-6398,C-1325,X-5000,SN-X5000-63974,08-17-2022,250,240V,2023-08-17,Standby,<html>Backup unit near loading dock</html>
EQ-7304,C-1259,X-5000,SN-X5000-99690,2021-04-10T00:00:00Z,250,240V,2024/04/09,Decommissioned,Underground vault 4
EQ-7201,C-1141,X-7000,SN-X7000-16397,2023-09-08T00:00:00Z,500,480V,09/07/2024,Maintenance,Substation B switchgear bay
EQ-6389,C-1241,X-9000,SN-X9000-99139,04/27/2024,1000,480V,04/27/2025,IN SERVICE,Rooftop solar coupler
EQ-5198,C-1209,X-5000,SN-X5000-74291,04-27-2021,250,240V,04/27/2023,Standby,Backup unit near loading dock
EQ-5461,C-1242,X-5000,SN-X5000-86280,07/28/2022,250,240V,2024/07/27,In Service,Primary power grid node
EQ-5137,C-1099,X-3000,SN-X3000-10226,2024-03-19,100,120V,2025-03-19T00:00:00Z,In Service,High humidity bay installation
EQ-6393,C-1518,X-5000,SN-X5000-89050,08/10/2022,250,240V,08/10/2023,Maintenance,Substation B switchgear bay
EQ-5104,C-1162,X-12000,SN-X12000-17762,07/20/2023,1500,600V,2024/07/19,IN SERVICE,Rooftop solar coupler
EQ-6158,C-1437,X-9000,SN-X9000-80105,2023-07-24,1000,480V,2024/07/23,Standby,
EQ-5888,C-1038,X-12000,SN-X12000-75594,01-25-2024,1500,600V,2025-01-24T00:00:00Z,Standby,Primary power grid node
EQ-5789,C-1053,X-3000,SN-X3000-88110,07/25/2021,100,120V,07/25/2022,Standby,Backup unit near loading dock
EQ-5066,C-1086,X-5000,SN-X5000-96776,2022/09/07,250,240V,09-06-2024,in service,Primary power grid node
EQ-6097,C-1418,X-3000,SN-X3000-19344,07/29/2023,100,120V,07/28/2025,in service,High humidity bay installation
EQ-5495,C-1297,X-9000,SN-X9000-71152,01/11/2022,1000,480V,2023-01-11,In Service,<div>Substation B switchgear bay</div>
EQ-5172,C-1471,X-5000,SN-X5000-37919,2022-12-21T00:00:00Z,250,240V,2023/12/21,in service,Substation B switchgear bay
EQ-7081,C-1226,X-7000,SN-X7000-64867,02/07/2023,500,480V,02/06/2025,In Service,Rooftop solar coupler
EQ-6351,C-1315,X-5000,SN-X5000-24620,2023-08-24,250,240V,08/23/2024,Standby,Substation B switchgear bay
EQ-5049,C-1124,X-12000,SN-X12000-72517,2022-03-15T00:00:00Z,1500,600V,03-14-2024,Standby,Backup unit near loading dock
EQ-7110,C-1016,X-12000,SN-X12000-43237,12/10/2023,1500,600V,2026/12/09,In Service,Primary power grid node
EQ-6326,C-1332,X-7000,SN-X7000-41501,2022-02-10T00:00:00Z,500,480V,2023/02/10,Standby,<html>Rooftop solar coupler</html>
EQ-5075,C-1381,X-12000,SN-X12000-79699,2022-02-19T00:00:00Z,1500,600V,02/18/2025,In Service,Substation B switchgear bay
EQ-7135,C-1272,X-12000,SN-X12000-77304,2024-03-02T00:00:00Z,1500,600V,2026-03-02,Maintenance,High humidity bay installation
EQ-5059,C-1410,X-7000,SN-X7000-79755,08-23-2022,500,480V,08/22/2024,in service,Underground vault 4
EQ-5034,C-1073,X-7000,SN-X7000-97062,2023/01/11,500,480V,2026/01/10,Decommissioned,Substation B switchgear bay
EQ-6023,C-1266,X-12000,SN-X12000-52126,2022-02-06T00:00:00Z,1500,600V,2025-02-05T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-6997,C-1154,X-9000,SN-X9000-96226,08-17-2023,1000,480V,08/16/2025,Decommissioned,Rooftop solar coupler
EQ-5451,C-1113,X-5000,SN-X5000-76296,2024-01-14T00:00:00Z,250,240V,01/13/2027,IN SERVICE,Backup unit near loading dock
EQ-7111,C-1098,X-5000,SN-X5000-58285,12/07/2021,250,240V,12/07/2023,IN SERVICE,Substation B switchgear bay
EQ-6646,C-1178,X-12000,SN-X12000-50595,2022-12-30,1500,600V,2024-12-29T00:00:00Z,In Service,Substation B switchgear bay
EQ-5557,C-1504,X-5000,SN-X5000-90382,08-16-2021,250,240V,08/16/2023,In Service,Primary power grid node
EQ-5490,C-1418,X-7000,SN-X7000-34203,2022-07-29,500,480V,07/28/2025,Decommissioned,<p>Rooftop solar coupler</p>
EQ-6238,C-1041,X-9000,SN-X9000-71010,2024/03/30,1000,480V,03/30/2025,in service,High humidity bay installation
EQ-6833,C-1394,X-9000,SN-X9000-55449,02/09/2022,1000,480V,2024-02-09,Standby,Underground vault 4
EQ-6009,C-1451,X-5000,SN-X5000-70100,04-16-2023,250,240V,2024-04-15T00:00:00Z,In Service,Backup unit near loading dock
EQ-7216,C-1373,X-9000,SN-X9000-89680,08-05-2023,1000,480V,2026-08-04,Decommissioned,<strong>Backup unit near loading dock</strong>
EQ-5179,C-1490,X-7000,SN-X7000-66747,02/21/2023,500,480V,2024/02/21,in service,Underground vault 4
EQ-6117,C-1475,X-7000,SN-X7000-36545,2024-03-10,500,480V,2025/03/10,Decommissioned,Substation B switchgear bay
EQ-5297,C-1459,X-5000,SN-X5000-15768,12/12/2022,250,240V,2023/12/12,IN SERVICE,Backup unit near loading dock
EQ-6814,C-1298,X-7000,SN-X7000-95005,08/05/2022,500,480V,08/04/2025,Standby,<b>Rooftop solar coupler</b>
EQ-7368,C-1218,X-5000,SN-X5000-88508,2022/10/12,250,240V,10/11/2024,in service,Underground vault 4
EQ-5443,C-1254,X-5000,SN-X5000-52977,02-21-2022,250,240V,2023-02-21,Maintenance,Underground vault 4
EQ-7163,C-1442,X-9000,SN-X9000-27657,2024-02-25T00:00:00Z,1000,480V,2026/02/24,Maintenance,Primary power grid node
EQ-6105,C-1442,X-7000,SN-X7000-28396,09-03-2023,500,480V,09/02/2024,IN SERVICE,Underground vault 4
EQ-5440,C-1343,X-9000,SN-X9000-80694,08-11-2022,1000,480V,2023/08/11,Decommissioned,<strong>Backup unit near loading dock</strong>
EQ-7493,C-1457,X-12000,SN-X12000-55422,2022-09-27,1500,600V,09/26/2025,in service,Primary power grid node
EQ-5389,C-1421,X-5000,SN-X5000-63430,12/01/2022,250,240V,12/01/2023,In Service,Backup unit near loading dock
EQ-7090,C-1362,X-5000,SN-X5000-19068,2021-07-27T00:00:00Z,250,240V,2024-07-26,in service,Underground vault 4
EQ-5161,C-1079,X-3000,SN-X3000-10448,05/27/2024,100,120V,05/27/2025,Maintenance,   
EQ-6842,C-1377,X-12000,SN-X12000-13136,06/14/2022,1500,600V,2024/06/13,Decommissioned,Backup unit near loading dock
EQ-6072,C-1499,X-5000,SN-X5000-39338,03/31/2024,250,240V,03/31/2026,Standby,Backup unit near loading dock
EQ-5523,C-1083,X-12000,SN-X12000-86397,2024-06-08,1500,600V,06/08/2025,Decommissioned,Rooftop solar coupler
EQ-5579,C-1049,X-3000,SN-X3000-40149,2022/03/26,100,120V,2023/03/26,In Service,Primary power grid node
EQ-5620,C-1247,X-3000,SN-X3000-97349,08/13/2021,100,120V,2022-08-13T00:00:00Z,In Service,Rooftop solar coupler
EQ-6017,C-1059,X-12000,SN-X12000-33189,2022-04-23T00:00:00Z,1500,600V,04/22/2024,Maintenance,Substation B switchgear bay
EQ-6374,C-1332,X-9000,SN-X9000-59428,2024/04/08,1000,480V,2027-04-08,Maintenance,Substation B switchgear bay
EQ-6768,C-1201,X-7000,SN-X7000-34596,2022/08/02,500,480V,2024/08/01,Decommissioned,Backup unit near loading dock
EQ-5610,C-1384,X-7000,SN-X7000-81033,01-26-2024,500,480V,01/25/2025,Decommissioned,High humidity bay installation
EQ-6311,C-1386,X-12000,SN-X12000-70791,2022-11-18T00:00:00Z,1500,600V,2025-11-17T00:00:00Z,Decommissioned,<p>Backup unit near loading dock</p>
EQ-5316,C-1262,X-9000,SN-X9000-52412,2023/10/08,1000,480V,10/07/2024,in service,Underground vault 4
EQ-6543,C-1356,X-7000,SN-X7000-72916,12/29/2022,500,480V,12/28/2024,in service,NULL
EQ-6136,C-1183,X-12000,SN-X12000-96755,12-15-2022,1500,600V,2025-12-14,IN SERVICE,Backup unit near loading dock
EQ-6625,C-1143,X-9000,SN-X9000-49802,08/23/2022,1000,480V,2023/08/23,Decommissioned,Primary power grid node
EQ-5366,C-1319,X-7000,SN-X7000-82913,2022-03-03T00:00:00Z,500,480V,2023-03-03,Standby,Primary power grid node
EQ-6708,C-1199,X-3000,SN-X3000-53202,02/20/2022,100,120V,2024/02/20,in service,Substation B switchgear bay
EQ-6102,C-1074,X-3000,SN-X3000-88168,12-19-2023,100,120V,12/18/2026,Maintenance,Backup unit near loading dock
EQ-5809,C-1282,X-3000,SN-X3000-33884,06-20-2022,100,120V,2025/06/19,In Service,Backup unit near loading dock
EQ-5459,C-1140,X-9000,SN-X9000-60630,2024/05/19,1000,480V,05/19/2026,In Service,Substation B switchgear bay
EQ-5654,C-1435,X-9000,SN-X9000-26970,2022-03-12,1000,480V,2024-03-11,IN SERVICE,Rooftop solar coupler
EQ-6734,C-1003,X-7000,SN-X7000-83872,2022-10-14,500,480V,2024-10-13T00:00:00Z,Maintenance,Primary power grid node
EQ-7018,C-1357,X-9000,SN-X9000-42094,2023/06/08,1000,480V,2025/06/07,IN SERVICE,Underground vault 4
EQ-5271,C-1470,X-9000,SN-X9000-81003,05-06-2021,1000,480V,2022/05/06,In Service,Substation B switchgear bay
EQ-5082,C-1196,X-9000,SN-X9000-36952,2023-05-20T00:00:00Z,1000,480V,2026-05-19T00:00:00Z,In Service,Primary power grid node
EQ-7171,C-1357,X-7000,SN-X7000-72462,07-05-2022,500,480V,07-05-2023,In Service,High humidity bay installation
EQ-6370,C-1353,X-12000,SN-X12000-47551,07/05/2021,1500,600V,07/05/2022,Standby,Backup unit near loading dock
EQ-6029,C-1118,X-7000,SN-X7000-19508,2022/05/03,500,480V,2024-05-02,Standby,<div>Substation B switchgear bay</div>
EQ-6095,C-1203,X-12000,SN-X12000-52267,02/01/2023,1500,600V,01-31-2025,Maintenance,High humidity bay installation
EQ-5811,C-1053,X-12000,SN-X12000-23810,09/29/2023,1500,600V,2025-09-28T00:00:00Z,Decommissioned,Primary power grid node
EQ-6861,C-1365,X-7000,SN-X7000-40701,2023-01-02T00:00:00Z,500,480V,01/01/2026,In Service,Rooftop solar coupler
EQ-5708,C-1485,X-7000,SN-X7000-50290,2022-09-10T00:00:00Z,500,480V,2023-09-10T00:00:00Z,in service,Substation B switchgear bay
EQ-7439,C-1386,X-5000,SN-X5000-97679,2022-01-12T00:00:00Z,250,240V,2023-01-12T00:00:00Z,IN SERVICE,<b>Underground vault 4</b>
EQ-5893,C-1063,X-3000,SN-X3000-46178,2021/06/06,100,120V,2022-06-06,IN SERVICE,High humidity bay installation
EQ-6371,C-1476,X-9000,SN-X9000-49574,11/30/2022,1000,480V,11/29/2024,Maintenance,Backup unit near loading dock
EQ-6026,C-1128,X-12000,SN-X12000-26397,06-08-2024,1500,600V,2027/06/08,In Service,Underground vault 4
EQ-7134,C-1395,X-3000,SN-X3000-69011,2022-12-10T00:00:00Z,100,120V,12/10/2023,IN SERVICE,Primary power grid node
EQ-6945,C-1203,X-12000,SN-X12000-67066,04-17-2021,1500,600V,2022/04/17,in service,Substation B switchgear bay
EQ-5823,C-1292,X-9000,SN-X9000-14582,11-01-2021,1000,480V,10/31/2024,Standby,Rooftop solar coupler
EQ-5310,C-1227,X-3000,SN-X3000-89451,2022/09/15,100,120V,2023-09-15T00:00:00Z,Standby,Underground vault 4
EQ-6488,C-1216,X-5000,SN-X5000-21254,01/31/2023,250,240V,01-30-2026,Maintenance,Underground vault 4
EQ-6830,C-1290,X-3000,SN-X3000-95877,2022-06-20,100,120V,2025-06-19T00:00:00Z,Decommissioned,Substation B switchgear bay
EQ-7351,C-1519,X-5000,SN-X5000-70210,06/05/2021,250,240V,2023-06-05,in service,High humidity bay installation
EQ-5358,C-1379,X-7000,SN-X7000-73048,2022/05/02,500,480V,05-02-2023,In Service,Underground vault 4
EQ-6500,C-1320,X-5000,SN-X5000-66288,10/17/2022,250,240V,10/16/2025,Decommissioned,Backup unit near loading dock
EQ-5258,C-1362,X-9000,SN-X9000-64698,08/14/2021,1000,480V,08/13/2024,In Service,<p>Underground vault 4</p>
EQ-6417,C-1089,X-3000,SN-X3000-20036,04/16/2024,100,120V,2027-04-16,Decommissioned,Rooftop solar coupler
EQ-7399,C-1101,X-3000,SN-X3000-59052,2024-04-23T00:00:00Z,100,120V,2025-04-23T00:00:00Z,decommissioned,High humidity bay installation
EQ-5767,C-1355,X-5000,SN-X5000-91417,2021-12-17,250,240V,2023/12/17,Decommissioned,Rooftop solar coupler
EQ-6569,C-1310,X-9000,SN-X9000-22193,2023-01-28T00:00:00Z,1000,480V,2026-01-27T00:00:00Z,Maintenance,Rooftop solar coupler
EQ-5144,C-1005,X-7000,SN-X7000-27757,2023/10/05,500,480V,2024/10/04,in service,<b>Underground vault 4</b>
EQ-5103,C-1074,X-9000,,01/20/2023,1000,480V,2024-01-20T00:00:00Z,Standby,High humidity bay installation
EQ-6765,C-1505,X-9000,SN-X9000-94989,10-31-2023,1000,480V,10/30/2026,Standby,Underground vault 4
EQ-6285,C-1392,X-9000,SN-X9000-62266,2023-07-04T00:00:00Z,1000,480V,07/03/2025,Maintenance,High humidity bay installation
EQ-7362,C-1116,X-3000,SN-X3000-54324,04-19-2021,100,120V,2023-04-19T00:00:00Z,In Service,<b>High humidity bay installation</b>
EQ-6635,C-1423,X-5000,SN-X5000-47613,2021-06-19,250,240V,06/19/2023,Maintenance,Underground vault 4
EQ-5617,C-1185,X-7000,SN-X7000-11386,2022-02-18,500,480V,02-18-2024,Standby,Primary power grid node
EQ-6627,C-1255,X-9000,SN-X9000-12415,2022/05/15,1000,480V,2023-05-15,Maintenance,Rooftop solar coupler
EQ-6303,C-1159,X-5000,SN-X5000-78146,08/15/2021,250,240V,08-15-2023,Decommissioned,High humidity bay installation
EQ-5710,C-1311,X-12000,SN-X12000-29150,07/04/2022,1500,600V,2023-07-04T00:00:00Z,Decommissioned,High humidity bay installation
EQ-6778,C-1230,X-3000,SN-X3000-18419,2022-10-30T00:00:00Z,100,120V,10-29-2024,Standby,High humidity bay installation
EQ-7238,C-1034,X-9000,SN-X9000-61630,07/01/2024,1000,480V,2025-07-01,Maintenance,Underground vault 4
EQ-6408,C-1126,X-12000,SN-X12000-41212,09/10/2022,1500,600V,2023-09-10T00:00:00Z,Maintenance,High humidity bay installation
EQ-5783,C-1119,X-7000,SN-X7000-16239,07-17-2022,500,480V,07/16/2024,in service,High humidity bay installation
EQ-5519,C-1484,X-7000,SN-X7000-97518,2021-08-13T00:00:00Z,500,480V,2023-08-13T00:00:00Z,IN SERVICE,<html>Primary power grid node</html>
EQ-5380,C-1417,X-9000,SN-X9000-76062,11/15/2022,1000,480V,2024-11-14T00:00:00Z,in service,Backup unit near loading dock
EQ-6185,C-1347,X-5000,SN-X5000-85059,2022-09-20,250,240V,09/19/2025,Standby,Primary power grid node
EQ-6094,C-1277,X-3000,SN-X3000-52290,2023/03/31,100,120V,03-30-2025,Standby,Rooftop solar coupler
EQ-7019,C-1017,X-12000,SN-X12000-44993,2022-09-17T00:00:00Z,1500,600V,09-16-2024,In Service,Substation B switchgear bay
EQ-7178,C-1106,X-3000,SN-X3000-77652,2023-07-26T00:00:00Z,100,120V,2025-07-25T00:00:00Z,Maintenance,Underground vault 4
EQ-6633,C-1475,X-9000,SN-X9000-45582,07/26/2023,1000,480V,07/25/2025,IN SERVICE,Substation B switchgear bay
EQ-5148,C-1161,X-5000,SN-X5000-19563,2022-05-22,250,240V,2024-05-21,IN SERVICE,Substation B switchgear bay
EQ-6530,C-1301,X-9000,NULL,05-23-2023,1000,480V,05/22/2026,IN SERVICE,Backup unit near loading dock
EQ-5641,C-1414,X-9000,SN-X9000-10159,2021-07-20T00:00:00Z,1000,480V,07/20/2022,Decommissioned,Backup unit near loading dock
EQ-6492,C-1209,X-7000,SN-X7000-12067,2023-03-08,500,480V,2024-03-07T00:00:00Z,Decommissioned,Backup unit near loading dock
EQ-5035,C-1165,X-9000,SN-X9000-33281,2023/06/29,1000,480V,06/28/2025,In Service,Substation B switchgear bay
EQ-7039,C-1271,X-5000,SN-X5000-57712,2022/06/27,250,240V,2024/06/26,In Service,Backup unit near loading dock
EQ-6497,C-1225,X-12000,SN-X12000-62122,2023/12/05,1500,600V,2026-12-04,Decommissioned,High humidity bay installation
EQ-7364,C-1009,X-12000,SN-X12000-77035,2022-07-09,1500,600V,2025-07-08T00:00:00Z,IN SERVICE,   
EQ-5046,C-1018,X-5000,SN-X5000-78390,11/12/2022,250,240V,11-12-2023,IN SERVICE,High humidity bay installation
EQ-6805,C-1246,X-7000,SN-X7000-94531,10-30-2023,500,480V,2024/10/29,Decommissioned,Rooftop solar coupler
EQ-5124,C-1482,X-5000,NULL,2023-09-19,250,240V,2026-09-18T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-5489,C-1341,X-12000,SN-X12000-89505,2023/11/10,1500,600V,11-09-2026,Decommissioned,Substation B switchgear bay
EQ-6292,C-1177,X-3000,SN-X3000-24129,11-02-2022,100,120V,2025/11/01,Maintenance,Rooftop solar coupler
EQ-5452,C-1240,X-12000,SN-X12000-99333,03/09/2024,1500,600V,03/09/2025,Maintenance,Underground vault 4
EQ-6675,C-1066,X-9000,SN-X9000-92330,2023-07-25T00:00:00Z,1000,480V,07/24/2025,in service,   
EQ-5547,C-1314,X-7000,SN-X7000-24502,12/11/2021,500,480V,2024-12-10,IN SERVICE,Underground vault 4
EQ-6525,C-1243,X-7000,SN-X7000-59494,2021-09-17T00:00:00Z,500,480V,2022-09-17T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-6361,C-1264,X-12000,SN-X12000-93515,2023-07-21T00:00:00Z,1500,600V,07/20/2024,Maintenance,Primary power grid node
EQ-6462,C-1463,X-3000,SN-X3000-80195,2022-01-15,100,120V,01/15/2024,Decommissioned,Backup unit near loading dock
EQ-6215,C-1038,X-3000,SN-X3000-53178,08/10/2022,100,120V,2024-08-09T00:00:00Z,In Service,Substation B switchgear bay
EQ-6577,C-1454,X-12000,SN-X12000-36432,04/28/2021,1500,600V,04/27/2024,in service,Substation B switchgear bay
EQ-6817,C-1049,X-3000,SN-X3000-22128,12-05-2022,100,120V,12/04/2024,Maintenance,   
EQ-6549,C-1146,X-3000,SN-X3000-60826,10/26/2022,100,120V,10/26/2023,in service,High humidity bay installation
EQ-5916,C-1168,X-5000,NULL,2023/01/12,250,240V,01-11-2025,IN SERVICE,Substation B switchgear bay
EQ-5475,C-1350,X-5000,SN-X5000-89505,2022-01-19,250,240V,2025-01-18,In Service,NULL
EQ-5766,C-1171,X-3000,SN-X3000-65376,2023-04-29T00:00:00Z,100,120V,2026-04-28T00:00:00Z,IN SERVICE,<html><body>Primary power grid node</body></html>
EQ-5919,C-1169,X-3000,SN-X3000-95551,2023-05-13,100,120V,05/12/2026,IN SERVICE,Backup unit near loading dock
EQ-6856,C-1197,X-3000,SN-X3000-19126,2022-04-23,100,120V,04/22/2024,Standby,High humidity bay installation
EQ-6364,C-1197,X-9000,SN-X9000-66846,2022-08-08,1000,480V,08/07/2024,Decommissioned,High humidity bay installation
EQ-5124,C-1482,X-5000,NULL,2023-09-19,250,240V,2026-09-18T00:00:00Z,Maintenance,Backup   unit   near   loading   dock
EQ-7128,C-1113,X-7000,SN-X7000-43173,09/23/2021,500,480V,09/22/2024,Standby,High humidity bay installation
EQ-5983,C-1319,X-5000,SN-X5000-72308,03-08-2022,250,240V,03-07-2025,In Service,<div>Primary power grid node</div>
EQ-5278,C-1305,X-9000,SN-X9000-21725,09-13-2023,1000,480V,2025/09/12,in service,Backup unit near loading dock
EQ-7270,C-1292,X-9000,SN-X9000-89523,07/29/2021,1000,480V,07/28/2024,Decommissioned,High humidity bay installation
EQ-6498,C-1437,X-3000,SN-X3000-55009,2021-09-16,100,120V,2024-09-15T00:00:00Z,Decommissioned,Underground vault 4
EQ-5050,C-1213,X-9000,NULL,12-14-2023,1000,480V,12/13/2024,Maintenance,Rooftop solar coupler
EQ-7254,C-1415,X-3000,SN-X3000-99865,12/27/2022,100,120V,2024/12/26,Maintenance,Underground vault 4
EQ-6911,C-1087,X-7000,SN-X7000-37971,07/23/2022,500,480V,07/22/2025,Maintenance,Substation B switchgear bay
EQ-5301,C-1482,X-12000,SN-X12000-39648,2021-05-16T00:00:00Z,1500,600V,05-16-2023,Maintenance,High humidity bay installation
EQ-6780,C-1301,X-5000,SN-X5000-44373,2023-08-29T00:00:00Z,250,240V,2024-08-28,Maintenance,Backup unit near loading dock
EQ-7051,C-1231,X-9000,SN-X9000-64029,10-15-2023,1000,480V,10/14/2025,Maintenance,Backup unit near loading dock
EQ-5683,C-1120,X-7000,SN-X7000-62761,12/06/2023,500,480V,12/05/2024,in service,Rooftop solar coupler
EQ-5917,C-1078,X-12000,SN-X12000-70164,04-06-2022,1500,600V,04-05-2024,In Service,Backup unit near loading dock
EQ-7327,C-1428,X-12000,SN-X12000-33529,01-16-2023,1500,600V,01/16/2024,Maintenance,Backup unit near loading dock
EQ-5907,C-1173,X-7000,SN-X7000-75980,2021-08-14,500,480V,08/14/2022,In Service,Primary power grid node
EQ-6137,C-1476,X-7000,SN-X7000-82088,2023-03-12T00:00:00Z,500,480V,2026/03/11,Standby,
