claim_id,equipment_id,dispatch_id,part_id,claim_date,claim_amount,approved_amount,status,denial_reason,claim_notes
CLM-9772,EQ-5492,DISP-10238,PRT-2106,2023/09/10,2777.28,1491.06,APPROVED,N/A,Claim for replacement part PRT-2106 under equipment warranty.
CLM-9325,EQ-7091,DISP-12746,,2022-02-19,2116.35,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9296,EQ-7082,,PRT-2115,10/08/2023,4373.23,4373.23,Approved,N/A,Claim for replacement part PRT-2115 under equipment warranty.
CLM-10111,EQ-6653,DISP-14736,PRT-2072,2023-07-13,2028.92,NULL,Pending,,Claim for replacement part PRT-2072 under equipment warranty.  
CLM-9161,EQ-5103,DISP-12415,PRT-2138,07/20/2023,4433.5,0.0,Rejected,Normal wear and tear excluded,  Claim for replacement part PRT-2138 under equipment warranty.  
CLM-9561,EQ-7067,DISP-12916,,2022/06/25,1328.28,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9884,EQ-7110,DISP-13204,PRT-2050,2022/01/12,1933.34,1397.76,APPROVED,N/A,Claim for replacement part PRT-2050 under equipment warranty.
CLM-10080,EQ-6245,NULL,PRT-2084,2022/02/19,4244.6,4244.6,Approved,<strong>N/A</strong>,Claim for replacement part PRT-2084 under equipment warranty.
CLM-9840,EQ-5447,DISP-10964,PRT-2041,2024-01-04,1198.6,871.7,APPROVED,N/A,Claim for replacement part PRT-2041 under equipment warranty.
CLM-9698,EQ-6660,DISP-13414,PRT-2039,2022-06-26,3591.19,NULL,Pending,,Claim for replacement part PRT-2039 under equipment warranty.
CLM-9422,EQ-7323,DISP-13091,PRT-2016,2023-03-20T00:00:00Z,1823.24,NULL,Pending,,Claim for replacement part PRT-2016 under equipment warranty.
CLM-9190,EQ-5520,DISP-14771,PRT-2066,05/15/2024,1167.35,1167.35,Approved,<html>N/A</html>,Claim for replacement part PRT-2066 under equipment warranty.
CLM-9626,EQ-6618,DISP-14982,PRT-2062,2022-09-28T00:00:00Z,2214.53,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2062 under equipment warranty.
CLM-10174,EQ-6032,DISP-14723,,10-05-2023,4418.67,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9333,EQ-5842,DISP-13953,PRT-2127,05-18-2022,3892.58,3892.58,Approved,N/A,Claim for replacement part PRT-2127 under equipment warranty.
CLM-9077,EQ-7352,,,2023-05-29,707.3,707.3,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9044,EQ-7280,DISP-14524,PRT-2090,11-22-2023,240.86,240.86,APPROVED,N/A,   Claim for replacement part PRT-2090 under equipment warranty.
CLM-10071,EQ-6596,DISP-12839,PRT-2017,2022-07-03,215.46,NULL,Under Review,,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9229,EQ-6480,DISP-12995,,2023-11-29T00:00:00Z,596.25,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9245,EQ-6004,DISP-10160,PRT-2097,06-12-2022,3648.28,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2097 under equipment warranty.
CLM-9302,EQ-5382,DISP-10883,PRT-2020,2023/06/26,1946.26,NULL,Under Review,,Claim for replacement part PRT-2020 under equipment warranty.
CLM-10089,EQ-6736,,PRT-2114,03/03/2022,257.81,257.81,Under Review,N/A,Claim for replacement part PRT-2114 under equipment warranty.
CLM-9249,EQ-7359,,,04/01/2022,218.79,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9980,EQ-5747,,,07/22/2024,2800.4,NULL,Pending,,   Claim for replacement part N/A under equipment warranty.
CLM-10068,EQ-7160,DISP-10418,PRT-2092,08/19/2021,1874.7,NULL,Approved,,Claim for replacement part PRT-2092 under equipment warranty.
CLM-10054,EQ-5739,DISP-14136,PRT-2130,2024-03-19T00:00:00Z,753.67,753.67,Under Review,N/A,Claim for replacement part PRT-2130 under equipment warranty.
CLM-9744,EQ-5610,DISP-11351,,2022-05-29,3095.76,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9795,EQ-7061,DISP-12462,PRT-2052,02/17/2024,1653.02,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2052 under equipment warranty.
CLM-9123,EQ-5072,,,08/29/2023,3438.19,3438.19,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9839,EQ-5040,DISP-11067,PRT-2115,2022/09/05,2103.38,NULL,Under Review,,Claim for replacement part PRT-2115 under equipment warranty.
CLM-9593,EQ-6896,DISP-11965,PRT-2051,05/21/2023,1507.76,NULL,Pending,,Claim for replacement part PRT-2051 under equipment warranty.
CLM-9440,EQ-5819,DISP-13609,,11/05/2022,3380.49,3380.49,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9058,EQ-5693,,PRT-2141,2022/09/15,384.79,384.79,APPROVED,N/A,Claim for replacement part PRT-2141 under equipment warranty.
CLM-9736,EQ-6919,DISP-13645,PRT-2078,2021-09-22,1134.4,NULL,Under Review,<p></p>,Claim for replacement part PRT-2078 under equipment warranty.
CLM-9380,EQ-5170,,,06/05/2024,4431.41,4431.41,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9935,EQ-7008,,PRT-2002,2022-05-12T00:00:00Z,2435.66,2435.66,Approved,N/A,Claim for replacement part PRT-2002 under equipment warranty.
CLM-9257,EQ-6738,,PRT-2111,05-12-2024,815.96,NULL,Under Review,,Claim for replacement part PRT-2111 under equipment warranty.
CLM-9888,EQ-5081,DISP-11151,PRT-2066,02/22/2024,4110.37,NULL,Pending,,Claim for replacement part PRT-2066 under equipment warranty.
CLM-9930,EQ-5380,DISP-13507,PRT-2127,09/06/2021,1834.84,NULL,Under Review,,Claim for replacement part PRT-2127 under equipment warranty.
CLM-9668,EQ-5973,DISP-11384,PRT-2141,04/23/2023,2886.51,2886.51,Approved,N/A,Claim for replacement part PRT-2141 under equipment warranty.
CLM-9724,EQ-6942,,,2023/12/16,2291.61,2291.61,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9878,EQ-6931,DISP-13681,PRT-2142,01/19/2022,1585.48,1585.48,APPROVED,N/A,Claim for replacement part PRT-2142 under equipment warranty.
CLM-9305,EQ-7248,DISP-14075,PRT-2006,2024-04-19T00:00:00Z,1027.35,NULL,Pending,,Claim for replacement part PRT-2006 under equipment warranty.
CLM-9465,EQ-7306,DISP-11085,PRT-2137,05/10/2022,1810.18,1810.18,Approved,<p>N/A</p>,Claim for replacement part PRT-2137 under equipment warranty.
CLM-9547,EQ-6690,DISP-12098,,2023/04/30,3850.68,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10094,EQ-6766,DISP-11178,PRT-2075,12/28/2023,451.02,451.02,Approved,N/A,Claim for replacement part PRT-2075 under equipment warranty.
CLM-10138,EQ-7154,DISP-14786,PRT-2022,2024/02/06,1631.37,NULL,Under Review,,Claim for replacement part PRT-2022 under equipment warranty.
CLM-9748,EQ-7406,,PRT-2015,11/16/2022,4784.21,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2015 under equipment warranty.
CLM-9746,EQ-5043,DISP-11370,PRT-2004,03/24/2023,443.63,443.63,APPROVED,N/A,Claim for replacement part PRT-2004 under equipment warranty.
CLM-9726,EQ-5059,DISP-13734,PRT-2054,2023-07-27T00:00:00Z,241.68,188.62,APPROVED,N/A,Claim for replacement part PRT-2054 under equipment warranty.
CLM-9064,EQ-6166,DISP-14900,PRT-2126,08-21-2022,1867.09,NULL,Pending,,Claim for replacement part PRT-2126 under equipment warranty.
CLM-9504,EQ-5890,,,2022/03/23,4481.25,4481.25,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9342,EQ-7110,DISP-11932,PRT-2053,12-15-2023,4644.66,0.0,Under Review,Unauthorized modification detected,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9400,EQ-6673,DISP-11899,PRT-2138,2022-06-26,3880.4,NULL,Under Review,,Claim for replacement part PRT-2138 under equipment warranty.
CLM-9409,EQ-6351,DISP-13704,PRT-2007,12-21-2023,595.19,0.0,Rejected,<p>Warranty expired prior to claim date</p>,Claim for replacement part PRT-2007 under equipment warranty.
CLM-9087,EQ-5631,DISP-11450,,05-03-2023,2936.83,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10029,EQ-5254,DISP-12897,PRT-2020,09/12/2022,1620.86,1620.86,APPROVED,N/A,Claim for replacement part PRT-2020 under equipment warranty.
CLM-9128,EQ-6922,DISP-14752,PRT-2068,07/29/2022,587.11,0.0,Rejected,Improper installation by non-certified party,Claim   for   replacement   part   PRT-2068   under   equipment   warranty.
CLM-9040,EQ-5234,DISP-10681,,2021/12/11,203.99,203.99,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9893,EQ-5643,DISP-13720,PRT-2034,03/06/2024,315.79,315.79,APPROVED,<div>N/A</div>,Claim for replacement part PRT-2034 under equipment warranty.
CLM-10106,EQ-7374,DISP-14962,PRT-2066,02/22/2023,3447.07,3447.07,Approved,N/A,Claim for replacement part PRT-2066 under equipment warranty.
CLM-9551,EQ-7012,DISP-14788,PRT-2141,12-18-2021,4392.92,4392.92,Approved,<b>N/A</b>,Claim for replacement part PRT-2141 under equipment warranty.
CLM-9425,EQ-6293,DISP-13584,PRT-2059,2022-06-04T00:00:00Z,340.61,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2059 under equipment warranty.
CLM-9484,EQ-5060,DISP-12864,PRT-2141,2022-09-08,3401.78,3401.78,APPROVED,N/A,Claim for replacement part PRT-2141 under equipment warranty.
CLM-9591,EQ-6552,DISP-13884,PRT-2012,2022-08-27T00:00:00Z,3411.45,3411.45,Approved,N/A,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9979,EQ-5018,DISP-14823,PRT-2026,2022-11-07,2180.47,NULL,Under Review,,Claim for replacement part PRT-2026 under equipment warranty.
CLM-10053,EQ-6283,,PRT-2072,2023-03-02,787.21,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2072 under equipment warranty.
CLM-9876,EQ-5896,DISP-13765,,12-01-2023,3877.41,0.0,Rejected,Improper installation by non-certified party,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-9614,EQ-5193,DISP-13518,PRT-2145,04/25/2024,2916.99,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part PRT-2145 under equipment warranty.
CLM-9846,EQ-5325,DISP-10166,PRT-2005,07/13/2024,1108.11,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2005 under equipment warranty.
CLM-9898,EQ-5866,DISP-11936,PRT-2140,2023-06-01,2313.74,1869.04,Approved,N/A,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9225,EQ-6436,DISP-14954,PRT-2126,2022-01-28,1740.82,NULL,Pending,<p></p>,Claim   for   replacement   part   PRT-2126   under   equipment   warranty.
CLM-9958,EQ-6825,DISP-12083,,03-09-2022,1424.86,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9838,EQ-6887,DISP-10960,,2023-10-05,3723.29,0.0,Rejected,<html>Warranty expired prior to claim date</html>,Claim for replacement part N/A under equipment warranty.
CLM-10075,EQ-7456,DISP-14193,,02/19/2024,1453.71,NULL,Under Review,,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-10083,EQ-5752,DISP-14707,PRT-2082,08-31-2021,1068.0,1068.0,APPROVED,N/A,Claim for replacement part PRT-2082 under equipment warranty.
CLM-9562,EQ-7188,,PRT-2017,08/14/2024,4022.55,NULL,Pending,,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9014,EQ-7305,DISP-10863,,08-01-2023,1951.07,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.
CLM-9722,EQ-5164,DISP-14285,PRT-2021,2023-12-06T00:00:00Z,1006.38,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9304,EQ-6906,DISP-12607,PRT-2111,07/16/2024,4617.55,4617.55,Approved,N/A,Claim for replacement part PRT-2111 under equipment warranty.
CLM-9013,EQ-5814,,,06-08-2023,605.82,0.0,Rejected,Normal wear and tear excluded,   Claim for replacement part N/A under equipment warranty.
CLM-9412,EQ-6434,,PRT-2080,2021-11-05,1386.26,NULL,Under Review,<b></b>,Claim for replacement part PRT-2080 under equipment warranty.
CLM-9063,EQ-5074,DISP-12173,PRT-2029,02-09-2024,2948.2,NULL,Pending,<html></html>,Claim for replacement part PRT-2029 under equipment warranty.
CLM-9929,EQ-5502,,,10/09/2022,3118.26,3118.26,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9804,EQ-5974,DISP-13495,PRT-2062,04/04/2022,1428.61,NULL,Pending,,Claim for replacement part PRT-2062 under equipment warranty.
CLM-9269,EQ-7131,DISP-13113,,06/16/2022,3787.39,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-9972,EQ-6498,DISP-14721,,2024/06/16,4708.79,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9604,EQ-7235,DISP-13953,,2024/06/10,581.66,NULL,Under Review,<html><body></body></html>,Claim for replacement part N/A under equipment warranty.
CLM-10200,EQ-6555,DISP-11324,PRT-2090,2023/03/08,4644.74,4644.74,Approved,<p>N/A</p>,Claim for replacement part PRT-2090 under equipment warranty.
CLM-9826,EQ-5833,,PRT-2068,2024-04-21,1764.47,1764.47,Approved,N/A,Claim for replacement part PRT-2068 under equipment warranty.
CLM-9957,EQ-5451,DISP-13613,,09/07/2022,191.96,NULL,Pending,<html><body></body></html>,Claim for replacement part N/A under equipment warranty.
CLM-9880,EQ-5315,,PRT-2021,2022/10/06,2197.52,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2021 under equipment warranty.
CLM-10196,EQ-5195,DISP-14344,PRT-2094,2022-05-03T00:00:00Z,1499.5,1499.5,Approved,N/A,Claim   for   replacement   part   PRT-2094   under   equipment   warranty.
CLM-9664,EQ-6847,DISP-14356,PRT-2021,09/10/2023,3588.63,3588.63,Approved,N/A,Claim for replacement part PRT-2021 under equipment warranty.
CLM-9335,EQ-5902,DISP-10759,PRT-2111,08/07/2024,2389.99,NULL,Pending,,Claim for replacement part PRT-2111 under equipment warranty.
CLM-9534,EQ-5553,,PRT-2109,01-28-2022,1901.42,1901.42,APPROVED,<strong>N/A</strong>,Claim for replacement part PRT-2109 under equipment warranty.
CLM-9081,EQ-5272,,,2023/09/28,1497.18,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-10140,EQ-6564,DISP-10982,PRT-2071,2021/10/14,1469.53,1469.53,APPROVED,N/A,Claim for replacement part PRT-2071 under equipment warranty.
CLM-9280,EQ-6683,DISP-14249,PRT-2022,2023-01-07T00:00:00Z,1510.79,1510.79,APPROVED,N/A,Claim for replacement part PRT-2022 under equipment warranty.
CLM-9387,EQ-6925,DISP-13674,PRT-2109,2023/12/17,1312.9,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2109 under equipment warranty.
CLM-10049,EQ-5506,,PRT-2018,2022/01/03,2074.65,NULL,Pending,<p></p>,Claim for replacement part PRT-2018 under equipment warranty.
CLM-9887,EQ-6355,DISP-12289,PRT-2019,08/20/2022,4228.16,2744.54,Approved,N/A,Claim for replacement part PRT-2019 under equipment warranty.
CLM-9332,EQ-7085,DISP-12279,NULL,2024/02/18,2804.84,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9396,EQ-6286,DISP-10371,PRT-2060,2021-08-20,4762.71,NULL,Pending,,Claim for replacement part PRT-2060 under equipment warranty.
CLM-9182,EQ-7397,,PRT-2017,10/21/2022,831.86,NULL,Under Review,,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9669,EQ-6003,DISP-12766,,2024/01/27,3584.99,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.  
CLM-10103,EQ-6502,DISP-13374,PRT-2084,2024-08-18T00:00:00Z,1291.85,NULL,Under Review,,Claim for replacement part PRT-2084 under equipment warranty.
CLM-9962,EQ-5999,DISP-14260,PRT-2150,07-27-2024,264.23,NULL,Under Review,,Claim for replacement part PRT-2150 under equipment warranty.
CLM-9954,EQ-5272,DISP-13921,PRT-2060,04/29/2023,3950.26,3950.26,Approved,N/A,Claim for replacement part PRT-2060 under equipment warranty.
CLM-10006,EQ-5731,DISP-13076,,2023-08-06,218.49,NULL,Pending,,Claim for replacement part N/A under equipment warranty.
CLM-9035,EQ-5135,DISP-12509,,2022-04-09,3915.58,NULL,Under Review,<html><body></body></html>,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-9969,EQ-6642,DISP-10442,PRT-2038,2024-02-01T00:00:00Z,3244.44,NULL,Under Review,,Claim for replacement part PRT-2038 under equipment warranty.
CLM-9693,EQ-5946,DISP-14853,,2024-08-16T00:00:00Z,1759.39,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part N/A under equipment warranty.
CLM-9581,EQ-5404,DISP-14276,PRT-2048,05-22-2023,1241.26,NULL,Under Review,,Claim for replacement part PRT-2048 under equipment warranty.
CLM-9753,EQ-6185,DISP-10602,PRT-2112,07-20-2022,3587.13,NULL,Pending,,Claim for replacement part PRT-2112 under equipment warranty.
CLM-9215,EQ-6022,,PRT-2062,03/14/2024,3339.56,NULL,Under Review,,Claim for replacement part PRT-2062 under equipment warranty.
CLM-9437,EQ-5967,DISP-14323,PRT-2073,09/28/2022,277.94,NULL,Under Review,,Claim for replacement part PRT-2073 under equipment warranty.
CLM-10062,EQ-7218,DISP-10359,PRT-2107,2022-11-25,1746.13,1746.13,APPROVED,N/A,Claim for replacement part PRT-2107 under equipment warranty.
CLM-9886,EQ-6187,,,2021-11-12,2430.54,0.0,Rejected,Improper installation by non-certified party,   Claim for replacement part N/A under equipment warranty.
CLM-9239,EQ-6530,DISP-10283,PRT-2100,03/02/2024,3277.37,3277.37,APPROVED,N/A,Claim for replacement part PRT-2100 under equipment warranty.
CLM-9421,EQ-6687,DISP-11880,,09/16/2023,1343.22,1343.22,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9408,EQ-6044,,PRT-2019,2022-11-24T00:00:00Z,3923.62,NULL,Pending,,   Claim for replacement part PRT-2019 under equipment warranty.
CLM-9757,EQ-6839,DISP-12033,PRT-2037,2023-05-22T00:00:00Z,391.13,391.13,Approved,N/A,Claim for replacement part PRT-2037 under equipment warranty.
CLM-9287,EQ-6635,DISP-11639,PRT-2053,2022-05-12,2781.39,1991.98,Approved,N/A,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9890,EQ-5635,DISP-12962,,2021-10-01T00:00:00Z,1843.3,1843.3,APPROVED,N/A,   Claim for replacement part N/A under equipment warranty.
CLM-9861,EQ-5627,DISP-13820,,2021-07-19T00:00:00Z,2890.32,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9590,EQ-5549,DISP-10928,,2024-02-13T00:00:00Z,1399.37,0.0,Rejected,Unauthorized modification detected,Claim for replacement part N/A under equipment warranty.
CLM-10072,EQ-7086,DISP-12010,,2022-07-21,2581.93,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9211,EQ-5927,   ,PRT-2076,2022-11-19T00:00:00Z,3241.31,2805.25,Approved,N/A,Claim for replacement part PRT-2076 under equipment warranty.
CLM-9295,EQ-6610,DISP-11854,PRT-2034,01/08/2023,335.39,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2034 under equipment warranty.
CLM-9342,EQ-7110,DISP-11932,PRT-2053,12-15-2023,4644.66,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2053 under equipment warranty.
CLM-9949,EQ-5188,DISP-14734,PRT-2080,2022-03-24T00:00:00Z,1830.71,0.0,Rejected,Unauthorized modification detected,Claim for replacement part PRT-2080 under equipment warranty.
CLM-9538,EQ-6987,DISP-12151,PRT-2028,03/08/2024,3624.49,3624.49,Approved,N/A,Claim for replacement part PRT-2028 under equipment warranty.
CLM-9849,EQ-6476,DISP-10641,,2022-07-06,3958.15,NULL,Pending,<html></html>,  Claim for replacement part N/A under equipment warranty.  
CLM-9806,EQ-5062,DISP-10119,,2023/11/30,313.17,313.17,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9491,EQ-5466,DISP-10311,,2021/07/22,1377.37,0.0,Rejected,<b>Improper installation by non-certified party</b>,Claim for replacement part N/A under equipment warranty.
CLM-9466,EQ-7158,DISP-11691,,02/24/2023,3650.38,3650.38,Approved,N/A,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-10129,EQ-6995,,,2021/12/16,4085.44,NULL,Pending,,Claim   for   replacement   part   N/A   under   equipment   warranty.
CLM-9676,EQ-6315,DISP-12642,,2022/01/23,2123.59,NULL,Under Review,<p></p>,Claim for replacement part N/A under equipment warranty.
CLM-9943,EQ-6955,DISP-12046,PRT-2034,02/12/2024,3660.84,3660.84,APPROVED,N/A,Claim for replacement part PRT-2034 under equipment warranty.
CLM-9414,EQ-5561,DISP-11412,PRT-2123,11/30/2022,678.05,678.05,Approved,N/A,Claim for replacement part PRT-2123 under equipment warranty.
CLM-9825,EQ-5318,DISP-14439,PRT-2078,2023-12-22,4081.69,NULL,Pending,,Claim for replacement part PRT-2078 under equipment warranty.
CLM-9961,EQ-5026,DISP-13978,PRT-2072,2022-07-04T00:00:00Z,2875.58,2875.58,Approved,N/A,Claim for replacement part PRT-2072 under equipment warranty.
CLM-9677,EQ-5827,DISP-11161,,06/04/2022,1776.85,1776.85,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9263,EQ-7323,DISP-11807,PRT-2017,04/03/2022,2021.92,0.0,Under Review,Improper installation by non-certified party,Claim for replacement part PRT-2017 under equipment warranty.
CLM-9486,EQ-7384,DISP-10851,PRT-2089,12-08-2021,1525.33,NULL,Under Review,,Claim for replacement part PRT-2089 under equipment warranty.  
CLM-10158,EQ-6848,,PRT-2041,2023-08-28T00:00:00Z,1337.35,0.0,Rejected,Improper installation by non-certified party,Claim for replacement part PRT-2041 under equipment warranty.
CLM-9160,EQ-6737,DISP-12322,PRT-2115,2023-04-20,1103.52,1103.52,APPROVED,<b>N/A</b>,Claim for replacement part PRT-2115 under equipment warranty.
CLM-9206,EQ-6991,,PRT-2003,2022-06-26,1065.96,NULL,Under Review,,Claim for replacement part PRT-2003 under equipment warranty.  
CLM-9513,EQ-5079,DISP-13078,PRT-2069,09-05-2022,1494.81,0.0,Pending,<b>Normal wear and tear excluded</b>,Claim for replacement part PRT-2069 under equipment warranty.
CLM-9125,EQ-5615,DISP-14456,PRT-2044,04/16/2024,2888.96,2888.96,Approved,<div>N/A</div>,Claim for replacement part PRT-2044 under equipment warranty.
CLM-9270,EQ-5279,DISP-12164,,2024-03-05,1206.92,1206.92,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-10192,EQ-6038,DISP-13335,PRT-2012,05/18/2022,1462.61,NULL,Pending,,Claim for replacement part PRT-2012 under equipment warranty.
CLM-9340,EQ-7375,DISP-11580,PRT-2046,09/30/2021,3006.96,NULL,Under Review,,Claim for replacement part PRT-2046 under equipment warranty.
CLM-9567,EQ-6668,DISP-13607,,2022-05-30T00:00:00Z,3049.91,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9851,EQ-6510,DISP-13515,PRT-2139,07-18-2021,4776.8,4776.8,Approved,N/A,Claim for replacement part PRT-2139 under equipment warranty.
CLM-9682,EQ-5760,DISP-12758,PRT-2096,2021/09/07,3575.36,3575.36,Pending,N/A,Claim for replacement part PRT-2096 under equipment warranty.
CLM-9987,EQ-5291,DISP-13173,,11/19/2022,4447.09,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-9308,EQ-6583,,PRT-2100,10-21-2022,1876.64,0.0,Rejected,Warranty expired prior to claim date,Claim for replacement part PRT-2100 under equipment warranty.
CLM-9885,EQ-6024,,,2023/05/26,3147.65,3147.65,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9068,EQ-7342,DISP-11001,PRT-2137,2024-01-05T00:00:00Z,792.17,NULL,Under Review,,Claim for replacement part PRT-2137 under equipment warranty.
CLM-10061,EQ-5813,,PRT-2124,2024-03-27T00:00:00Z,4123.68,4123.68,APPROVED,N/A,Claim   for   replacement   part   PRT-2124   under   equipment   warranty.
CLM-10166,EQ-6868,DISP-11467,,2023-10-03,516.46,NULL,Under Review,,   Claim for replacement part N/A under equipment warranty.
CLM-9386,EQ-5674,DISP-13806,PRT-2085,2024-02-23T00:00:00Z,192.7,192.7,APPROVED,N/A,Claim for replacement part PRT-2085 under equipment warranty.
CLM-9847,EQ-5010,DISP-11095,PRT-2003,05/07/2024,3886.01,NULL,Under Review,,Claim for replacement part PRT-2003 under equipment warranty.
CLM-9379,EQ-6468,DISP-12416,PRT-2122,2024/06/25,592.54,NULL,Pending,,  Claim for replacement part PRT-2122 under equipment warranty.  
CLM-9005,EQ-6497,DISP-10035,PRT-2121,2024-03-14,1985.74,NULL,Under Review,,Claim for replacement part PRT-2121 under equipment warranty.
CLM-9119,EQ-5887,DISP-14076,PRT-2035,2021-07-01,4493.85,NULL,Under Review,,Claim for replacement part PRT-2035 under equipment warranty.
CLM-9496,EQ-7286,,PRT-2128,05/12/2024,3698.39,NULL,Pending,,Claim for replacement part PRT-2128 under equipment warranty.
CLM-9999,EQ-5119,DISP-13479,PRT-2057,2024/01/24,2756.78,NULL,Under Review,,Claim for replacement part PRT-2057 under equipment warranty.
CLM-10161,EQ-6674,DISP-13934,PRT-2026,2023-08-12,325.39,NULL,Pending,,Claim for replacement part PRT-2026 under equipment warranty.
CLM-9610,EQ-7105,DISP-14774,PRT-2078,2023-10-07,3867.65,NULL,Under Review,,Claim for replacement part PRT-2078 under equipment warranty.
CLM-9187,EQ-5939,DISP-11146,,2022/12/09,1896.17,0.0,Rejected,Normal wear and tear excluded,Claim for replacement part N/A under equipment warranty.  
CLM-9197,EQ-6860,DISP-13437,PRT-2140,07/13/2024,862.57,862.57,APPROVED,<div>N/A</div>,Claim for replacement part PRT-2140 under equipment warranty.
CLM-9435,EQ-6363,DISP-14235,PRT-2143,10/10/2022,382.72,382.72,APPROVED,N/A,Claim for replacement part PRT-2143 under equipment warranty.
CLM-9384,EQ-5320,DISP-12525,PRT-2147,2022/09/18,3274.92,NULL,Pending,,Claim for replacement part PRT-2147 under equipment warranty.
CLM-10074,EQ-5729,DISP-12178,PRT-2002,2022/02/23,3767.57,0.0,Rejected,<b>Warranty expired prior to claim date</b>,Claim for replacement part PRT-2002 under equipment warranty.
CLM-9469,EQ-6020,DISP-14761,PRT-2117,04/13/2024,900.94,900.94,APPROVED,N/A,   Claim for replacement part PRT-2117 under equipment warranty.
CLM-9904,EQ-5869,,,2023-01-31T00:00:00Z,2199.11,2199.11,Approved,<strong>N/A</strong>,  Claim for replacement part N/A under equipment warranty.  
CLM-9483,EQ-5445,DISP-11739,,2023-07-18,3242.63,3242.63,Approved,N/A,Claim for replacement part N/A under equipment warranty.
CLM-9910,EQ-6729,DISP-14214,,02/21/2023,3527.09,NULL,Under Review,,Claim for replacement part N/A under equipment warranty.
CLM-10038,EQ-5750,DISP-13624,,05/31/2023,2818.86,NULL,Pending,,   Claim for replacement part N/A under equipment warranty.
CLM-9350,EQ-5700,DISP-10208,PRT-2125,2021-11-29T00:00:00Z,2598.29,NULL,Under Review,,Claim for replacement part PRT-2125 under equipment warranty.
CLM-9075,EQ-5416,,,2024/04/29,657.93,657.93,APPROVED,N/A,Claim for replacement part N/A under equipment warranty.
